#,"Register Name","Register Address","Field Name","Field Bit Position","Default Value",Property,"No Test","Read Data",Result
FIELD,,,reg899_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg900,0x00001c20,,,,,,,
FIELD,,,reg900_f1,[31:30],2'b0,RO,,,
FIELD,,,reg900_f2,29,1,RO,,,
FIELD,,,reg900_f3,28,1,RO,,,
FIELD,,,reg900_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg901,0x00001c28,,,,,,,
FIELD,,,reg901_f1,[31:28],4'b0,,,,
FIELD,,,reg901_f2,27,1'b0,,,,
FIELD,,,reg901_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg902,0x00001c30,,,,,,,
FIELD,,,reg902_f1,[31:30],1'b1,RO,,,
FIELD,,,reg902_f2,[29:15],0,,,,
FIELD,,,reg902_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg903,0x00001c38,,,,,,,
FIELD,,,reg903_f1,[31:16],1'b1,,,,
FIELD,,,reg903_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg904,0x00001c40,,,,,,,
FIELD,,,reg904_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg905,0x00001c48,,,,,,,
FIELD,,,reg905_f1,31,0,,,,
FIELD,,,reg905_f2,[28:26],2,,,,
FIELD,,,reg905_f3,[25:19],83,,,,
FIELD,,,reg905_f4,[18:6],3072,,,,
FIELD,,,reg905_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg906,0x00001c50,,,,,,,
FIELD,,,reg906_f1,31,0,,,,
FIELD,,,reg906_f2,30,1,,,,
FIELD,,,reg906_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg907,0x00001c58,,,,,,,
FIELD,,,reg907_f1,[31:24],0,WO,,,
FIELD,,,reg907_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg908,0x00001c60,,,,,,,
FIELD,,,reg908_f1,[31:22],0,,,,
FIELD,,,reg908_f2,[21:12],0,,,,
FIELD,,,reg908_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg909,0x00001c68,,,,,,,
FIELD,,,reg909_f1,31,1,,,,
FIELD,,,reg909_f2,30,1,,,,
FIELD,,,reg909_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg910,0x00001c70,,,,,,,
FIELD,,,reg910_f1,[31:30],2'b0,RO,,,
FIELD,,,reg910_f2,29,1,RO,,,
FIELD,,,reg910_f3,28,1,RO,,,
FIELD,,,reg910_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg911,0x00001c78,,,,,,,
FIELD,,,reg911_f1,[31:28],4'b0,,,,
FIELD,,,reg911_f2,27,1'b0,,,,
FIELD,,,reg911_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg912,0x00001c80,,,,,,,
FIELD,,,reg912_f1,[31:30],1'b1,RO,,,
FIELD,,,reg912_f2,[29:15],0,,,,
FIELD,,,reg912_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg913,0x00001c88,,,,,,,
FIELD,,,reg913_f1,[31:16],1'b1,,,,
FIELD,,,reg913_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg914,0x00001c90,,,,,,,
FIELD,,,reg914_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg915,0x00001c98,,,,,,,
FIELD,,,reg915_f1,31,0,,,,
FIELD,,,reg915_f2,[28:26],2,,,,
FIELD,,,reg915_f3,[25:19],83,,,,
FIELD,,,reg915_f4,[18:6],3072,,,,
FIELD,,,reg915_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg916,0x00001ca0,,,,,,,
FIELD,,,reg916_f1,31,0,,,,
FIELD,,,reg916_f2,30,1,,,,
FIELD,,,reg916_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg917,0x00001ca8,,,,,,,
FIELD,,,reg917_f1,[31:24],0,WO,,,
FIELD,,,reg917_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg918,0x00001cb0,,,,,,,
FIELD,,,reg918_f1,[31:22],0,,,,
FIELD,,,reg918_f2,[21:12],0,,,,
FIELD,,,reg918_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg919,0x00001cb8,,,,,,,
FIELD,,,reg919_f1,31,1,,,,
FIELD,,,reg919_f2,30,1,,,,
FIELD,,,reg919_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg920,0x00001cc0,,,,,,,
FIELD,,,reg920_f1,[31:30],2'b0,RO,,,
FIELD,,,reg920_f2,29,1,RO,,,
FIELD,,,reg920_f3,28,1,RO,,,
FIELD,,,reg920_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg921,0x00001cc8,,,,,,,
FIELD,,,reg921_f1,[31:28],4'b0,,,,
FIELD,,,reg921_f2,27,1'b0,,,,
FIELD,,,reg921_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg922,0x00001cd0,,,,,,,
FIELD,,,reg922_f1,[31:30],1'b1,RO,,,
FIELD,,,reg922_f2,[29:15],0,,,,
FIELD,,,reg922_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg923,0x00001cd8,,,,,,,
FIELD,,,reg923_f1,[31:16],1'b1,,,,
FIELD,,,reg923_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg924,0x00001ce0,,,,,,,
FIELD,,,reg924_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg925,0x00001ce8,,,,,,,
FIELD,,,reg925_f1,31,0,,,,
FIELD,,,reg925_f2,[28:26],2,,,,
FIELD,,,reg925_f3,[25:19],83,,,,
FIELD,,,reg925_f4,[18:6],3072,,,,
FIELD,,,reg925_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg926,0x00001cf0,,,,,,,
FIELD,,,reg926_f1,31,0,,,,
FIELD,,,reg926_f2,30,1,,,,
FIELD,,,reg926_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg927,0x00001cf8,,,,,,,
FIELD,,,reg927_f1,[31:24],0,WO,,,
FIELD,,,reg927_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg928,0x00001d00,,,,,,,
FIELD,,,reg928_f1,[31:22],0,,,,
FIELD,,,reg928_f2,[21:12],0,,,,
FIELD,,,reg928_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg929,0x00001d08,,,,,,,
FIELD,,,reg929_f1,31,1,,,,
FIELD,,,reg929_f2,30,1,,,,
FIELD,,,reg929_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg930,0x00001d10,,,,,,,
FIELD,,,reg930_f1,[31:30],2'b0,RO,,,
FIELD,,,reg930_f2,29,1,RO,,,
FIELD,,,reg930_f3,28,1,RO,,,
FIELD,,,reg930_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg931,0x00001d18,,,,,,,
FIELD,,,reg931_f1,[31:28],4'b0,,,,
FIELD,,,reg931_f2,27,1'b0,,,,
FIELD,,,reg931_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg932,0x00001d20,,,,,,,
FIELD,,,reg932_f1,[31:30],1'b1,RO,,,
FIELD,,,reg932_f2,[29:15],0,,,,
FIELD,,,reg932_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg933,0x00001d28,,,,,,,
FIELD,,,reg933_f1,[31:16],1'b1,,,,
FIELD,,,reg933_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg934,0x00001d30,,,,,,,
FIELD,,,reg934_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg935,0x00001d38,,,,,,,
FIELD,,,reg935_f1,31,0,,,,
FIELD,,,reg935_f2,[28:26],2,,,,
FIELD,,,reg935_f3,[25:19],83,,,,
FIELD,,,reg935_f4,[18:6],3072,,,,
FIELD,,,reg935_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg936,0x00001d40,,,,,,,
FIELD,,,reg936_f1,31,0,,,,
FIELD,,,reg936_f2,30,1,,,,
FIELD,,,reg936_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg937,0x00001d48,,,,,,,
FIELD,,,reg937_f1,[31:24],0,WO,,,
FIELD,,,reg937_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg938,0x00001d50,,,,,,,
FIELD,,,reg938_f1,[31:22],0,,,,
FIELD,,,reg938_f2,[21:12],0,,,,
FIELD,,,reg938_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg939,0x00001d58,,,,,,,
FIELD,,,reg939_f1,31,1,,,,
FIELD,,,reg939_f2,30,1,,,,
FIELD,,,reg939_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg940,0x00001d60,,,,,,,
FIELD,,,reg940_f1,[31:30],2'b0,RO,,,
FIELD,,,reg940_f2,29,1,RO,,,
FIELD,,,reg940_f3,28,1,RO,,,
FIELD,,,reg940_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg941,0x00001d68,,,,,,,
FIELD,,,reg941_f1,[31:28],4'b0,,,,
FIELD,,,reg941_f2,27,1'b0,,,,
FIELD,,,reg941_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg942,0x00001d70,,,,,,,
FIELD,,,reg942_f1,[31:30],1'b1,RO,,,
FIELD,,,reg942_f2,[29:15],0,,,,
FIELD,,,reg942_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg943,0x00001d78,,,,,,,
FIELD,,,reg943_f1,[31:16],1'b1,,,,
FIELD,,,reg943_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg944,0x00001d80,,,,,,,
FIELD,,,reg944_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg945,0x00001d88,,,,,,,
FIELD,,,reg945_f1,31,0,,,,
FIELD,,,reg945_f2,[28:26],2,,,,
FIELD,,,reg945_f3,[25:19],83,,,,
FIELD,,,reg945_f4,[18:6],3072,,,,
FIELD,,,reg945_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg946,0x00001d90,,,,,,,
FIELD,,,reg946_f1,31,0,,,,
FIELD,,,reg946_f2,30,1,,,,
FIELD,,,reg946_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg947,0x00001d98,,,,,,,
FIELD,,,reg947_f1,[31:24],0,WO,,,
FIELD,,,reg947_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg948,0x00001da0,,,,,,,
FIELD,,,reg948_f1,[31:22],0,,,,
FIELD,,,reg948_f2,[21:12],0,,,,
FIELD,,,reg948_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg949,0x00001da8,,,,,,,
FIELD,,,reg949_f1,31,1,,,,
FIELD,,,reg949_f2,30,1,,,,
FIELD,,,reg949_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg950,0x00001db0,,,,,,,
FIELD,,,reg950_f1,[31:30],2'b0,RO,,,
FIELD,,,reg950_f2,29,1,RO,,,
FIELD,,,reg950_f3,28,1,RO,,,
FIELD,,,reg950_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg951,0x00001db8,,,,,,,
FIELD,,,reg951_f1,[31:28],4'b0,,,,
FIELD,,,reg951_f2,27,1'b0,,,,
FIELD,,,reg951_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg952,0x00001dc0,,,,,,,
FIELD,,,reg952_f1,[31:30],1'b1,RO,,,
FIELD,,,reg952_f2,[29:15],0,,,,
FIELD,,,reg952_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg953,0x00001dc8,,,,,,,
FIELD,,,reg953_f1,[31:16],1'b1,,,,
FIELD,,,reg953_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg954,0x00001dd0,,,,,,,
FIELD,,,reg954_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg955,0x00001dd8,,,,,,,
FIELD,,,reg955_f1,31,0,,,,
FIELD,,,reg955_f2,[28:26],2,,,,
FIELD,,,reg955_f3,[25:19],83,,,,
FIELD,,,reg955_f4,[18:6],3072,,,,
FIELD,,,reg955_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg956,0x00001de0,,,,,,,
FIELD,,,reg956_f1,31,0,,,,
FIELD,,,reg956_f2,30,1,,,,
FIELD,,,reg956_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg957,0x00001de8,,,,,,,
FIELD,,,reg957_f1,[31:24],0,WO,,,
FIELD,,,reg957_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg958,0x00001df0,,,,,,,
FIELD,,,reg958_f1,[31:22],0,,,,
FIELD,,,reg958_f2,[21:12],0,,,,
FIELD,,,reg958_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg959,0x00001df8,,,,,,,
FIELD,,,reg959_f1,31,1,,,,
FIELD,,,reg959_f2,30,1,,,,
FIELD,,,reg959_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg960,0x00001e00,,,,,,,
FIELD,,,reg960_f1,[31:30],2'b0,RO,,,
FIELD,,,reg960_f2,29,1,RO,,,
FIELD,,,reg960_f3,28,1,RO,,,
FIELD,,,reg960_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg961,0x00001e08,,,,,,,
FIELD,,,reg961_f1,[31:28],4'b0,,,,
FIELD,,,reg961_f2,27,1'b0,,,,
FIELD,,,reg961_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg962,0x00001e10,,,,,,,
FIELD,,,reg962_f1,[31:30],1'b1,RO,,,
FIELD,,,reg962_f2,[29:15],0,,,,
FIELD,,,reg962_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg963,0x00001e18,,,,,,,
FIELD,,,reg963_f1,[31:16],1'b1,,,,
FIELD,,,reg963_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg964,0x00001e20,,,,,,,
FIELD,,,reg964_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg965,0x00001e28,,,,,,,
FIELD,,,reg965_f1,31,0,,,,
FIELD,,,reg965_f2,[28:26],2,,,,
FIELD,,,reg965_f3,[25:19],83,,,,
FIELD,,,reg965_f4,[18:6],3072,,,,
FIELD,,,reg965_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg966,0x00001e30,,,,,,,
FIELD,,,reg966_f1,31,0,,,,
FIELD,,,reg966_f2,30,1,,,,
FIELD,,,reg966_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg967,0x00001e38,,,,,,,
FIELD,,,reg967_f1,[31:24],0,WO,,,
FIELD,,,reg967_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg968,0x00001e40,,,,,,,
FIELD,,,reg968_f1,[31:22],0,,,,
FIELD,,,reg968_f2,[21:12],0,,,,
FIELD,,,reg968_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg969,0x00001e48,,,,,,,
FIELD,,,reg969_f1,31,1,,,,
FIELD,,,reg969_f2,30,1,,,,
FIELD,,,reg969_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg970,0x00001e50,,,,,,,
FIELD,,,reg970_f1,[31:30],2'b0,RO,,,
FIELD,,,reg970_f2,29,1,RO,,,
FIELD,,,reg970_f3,28,1,RO,,,
FIELD,,,reg970_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg971,0x00001e58,,,,,,,
FIELD,,,reg971_f1,[31:28],4'b0,,,,
FIELD,,,reg971_f2,27,1'b0,,,,
FIELD,,,reg971_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg972,0x00001e60,,,,,,,
FIELD,,,reg972_f1,[31:30],1'b1,RO,,,
FIELD,,,reg972_f2,[29:15],0,,,,
FIELD,,,reg972_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg973,0x00001e68,,,,,,,
FIELD,,,reg973_f1,[31:16],1'b1,,,,
FIELD,,,reg973_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg974,0x00001e70,,,,,,,
FIELD,,,reg974_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg975,0x00001e78,,,,,,,
FIELD,,,reg975_f1,31,0,,,,
FIELD,,,reg975_f2,[28:26],2,,,,
FIELD,,,reg975_f3,[25:19],83,,,,
FIELD,,,reg975_f4,[18:6],3072,,,,
FIELD,,,reg975_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg976,0x00001e80,,,,,,,
FIELD,,,reg976_f1,31,0,,,,
FIELD,,,reg976_f2,30,1,,,,
FIELD,,,reg976_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg977,0x00001e88,,,,,,,
FIELD,,,reg977_f1,[31:24],0,WO,,,
FIELD,,,reg977_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg978,0x00001e90,,,,,,,
FIELD,,,reg978_f1,[31:22],0,,,,
FIELD,,,reg978_f2,[21:12],0,,,,
FIELD,,,reg978_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg979,0x00001e98,,,,,,,
FIELD,,,reg979_f1,31,1,,,,
FIELD,,,reg979_f2,30,1,,,,
FIELD,,,reg979_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg980,0x00001ea0,,,,,,,
FIELD,,,reg980_f1,[31:30],2'b0,RO,,,
FIELD,,,reg980_f2,29,1,RO,,,
FIELD,,,reg980_f3,28,1,RO,,,
FIELD,,,reg980_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg981,0x00001ea8,,,,,,,
FIELD,,,reg981_f1,[31:28],4'b0,,,,
FIELD,,,reg981_f2,27,1'b0,,,,
FIELD,,,reg981_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg982,0x00001eb0,,,,,,,
FIELD,,,reg982_f1,[31:30],1'b1,RO,,,
FIELD,,,reg982_f2,[29:15],0,,,,
FIELD,,,reg982_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg983,0x00001eb8,,,,,,,
FIELD,,,reg983_f1,[31:16],1'b1,,,,
FIELD,,,reg983_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg984,0x00001ec0,,,,,,,
FIELD,,,reg984_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg985,0x00001ec8,,,,,,,
FIELD,,,reg985_f1,31,0,,,,
FIELD,,,reg985_f2,[28:26],2,,,,
FIELD,,,reg985_f3,[25:19],83,,,,
FIELD,,,reg985_f4,[18:6],3072,,,,
FIELD,,,reg985_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg986,0x00001ed0,,,,,,,
FIELD,,,reg986_f1,31,0,,,,
FIELD,,,reg986_f2,30,1,,,,
FIELD,,,reg986_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg987,0x00001ed8,,,,,,,
FIELD,,,reg987_f1,[31:24],0,WO,,,
FIELD,,,reg987_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg988,0x00001ee0,,,,,,,
FIELD,,,reg988_f1,[31:22],0,,,,
FIELD,,,reg988_f2,[21:12],0,,,,
FIELD,,,reg988_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg989,0x00001ee8,,,,,,,
FIELD,,,reg989_f1,31,1,,,,
FIELD,,,reg989_f2,30,1,,,,
FIELD,,,reg989_f3,[29:0],32,,,,
#,,,,,,,,,
REGISTER,reg990,0x00001ef0,,,,,,,
FIELD,,,reg990_f1,[31:30],2'b0,RO,,,
FIELD,,,reg990_f2,29,1,RO,,,
FIELD,,,reg990_f3,28,1,RO,,,
FIELD,,,reg990_f4,[27:0],28'b0,,,,
#,,,,,,,,,
REGISTER,reg991,0x00001ef8,,,,,,,
FIELD,,,reg991_f1,[31:28],4'b0,,,,
FIELD,,,reg991_f2,27,1'b0,,,,
FIELD,,,reg991_f3,[26:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg992,0x00001f00,,,,,,,
FIELD,,,reg992_f1,[31:30],1'b1,RO,,,
FIELD,,,reg992_f2,[29:15],0,,,,
FIELD,,,reg992_f3,[14:0],0,,,,
#,,,,,,,,,
REGISTER,reg993,0x00001f08,,,,,,,
FIELD,,,reg993_f1,[31:16],1'b1,,,,
FIELD,,,reg993_f2,[15:0],66,,,,
#,,,,,,,,,
REGISTER,reg994,0x00001f10,,,,,,,
FIELD,,,reg994_f1,[31:0],0,,,,
#,,,,,,,,,
REGISTER,reg995,0x00001f18,,,,,,,
FIELD,,,reg995_f1,31,0,,,,
FIELD,,,reg995_f2,[28:26],2,,,,
FIELD,,,reg995_f3,[25:19],83,,,,
FIELD,,,reg995_f4,[18:6],3072,,,,
FIELD,,,reg995_f5,[5:0],36,,,,
#,,,,,,,,,
REGISTER,reg996,0x00001f20,,,,,,,
FIELD,,,reg996_f1,31,0,,,,
FIELD,,,reg996_f2,30,1,,,,
FIELD,,,reg996_f3,[29:0],1'b1,,,,
#,,,,,,,,,
REGISTER,reg997,0x00001f28,,,,,,,
FIELD,,,reg997_f1,[31:24],0,WO,,,
FIELD,,,reg997_f2,[23:0],0,WO,,,
#,,,,,,,,,
REGISTER,reg998,0x00001f30,,,,,,,
FIELD,,,reg998_f1,[31:22],0,,,,
FIELD,,,reg998_f2,[21:12],0,,,,
FIELD,,,reg998_f3,[11:0],0,,,,
#,,,,,,,,,
REGISTER,reg999,0x00001f38,,,,,,,
FIELD,,,reg999_f1,31,1,,,,
FIELD,,,reg999_f2,30,1,,,,
FIELD,,,reg999_f3,[29:0],32,,,,
#,,,,,,,,,
